Chevron Corp                ,CVX,10.00
Conoco Phillips             ,COP,10.00
EOG Resources Inc           ,EOG,10.00
Exxon Mobil Corp            ,XOM,10.00
Hess Corp                   ,HES,10.00
Marathon Petroleum Corp     ,MPC,10.00
Occidental Petroleum Corp   ,OXY,10.00
Phillips 66                 ,PSX,10.00
Pioneer Natural Resources Co,PXD,10.00
Valero Energy Corp          ,VLO,10.00
